age_bin_left_edge,age,r_Theta_bin_left_edge,r_Theta,r_Phi_bin_left_edge,r_Phi,dr_bin_left_edge,dr
0.0,1.0,0.0,0.9600461169991495,0.0,0.9632972397869607,0.0,0.828356539265674
0.049999241828918455,1.0,0.03138527154922485,0.9803817094566858,0.12566370010375977,0.9516829022749841,4.699972229003906,0.8234687741103441
0.09999848365783691,1.0,0.0627705430984497,0.9937268981564434,0.25132740020751954,0.9273824914497293,9.399944458007813,0.8416850193291857
0.14999772548675536,1.0,0.09415581464767456,1.0199699798945523,0.3769911003112793,0.9487437695774046,14.099916687011719,0.8063384122184518
0.19999696731567382,1.0,0.1255410861968994,1.0120958953921926,0.5026548004150391,0.9373699412480793,18.799888916015625,0.856271533085524
0.24999620914459228,1.0,0.15692635774612426,1.028669955117905,0.6283185005187988,0.9435931696926433,23.49986114501953,0.8629704147344307
0.2999954509735107,1.0,0.18831162929534911,1.0181968371581687,0.7539822006225586,0.9530386899147479,28.199833374023438,0.8694500538985688
0.3499946928024292,1.0,0.21969690084457397,1.0331221658374203,0.8796459007263184,0.9328671016073872,32.899805603027346,0.890545312047436
0.39999393463134764,1.0,0.2510821723937988,1.0266843114939324,1.0053096008300781,0.9367444382709436,37.59977783203125,0.8996525607189624
0.4499931764602661,1.0,0.2824674439430237,1.0255771492152752,1.1309733009338379,0.9564665266377989,42.299750061035155,0.889200601003187
0.49999241828918456,1.6056947771928163,0.3138527154922485,1.022386866874907,1.2566370010375976,0.9467541676527279,46.99972229003906,0.9033604846718494
0.549991660118103,2.162619917612441,0.34523798704147335,1.0306435487085004,1.3823007011413575,0.9649317295803642,51.69969451904297,0.8807823240364129
0.5999909019470214,2.2155764877775965,0.37662325859069823,1.0235113864435192,1.5079644012451172,0.9641936840404217,56.399666748046876,0.892417623876354
0.6499901437759399,2.2941201364584263,0.4080085301399231,1.0205018131704977,1.633628101348877,0.9469482402819636,61.09963897705078,0.8974627213956186
0.6999893856048583,2.348388788161143,0.43939380168914793,1.0252768441230589,1.7592918014526369,0.9452508171301434,65.79961120605469,0.8929710193599179
0.7499886274337768,2.26249711588336,0.47077907323837276,1.0048552349767872,1.8849555015563966,0.9622482472672998,70.4995834350586,0.9056491083243782
0.7999878692626953,2.2440056801730335,0.5021643447875976,1.0079448134096707,2.0106192016601563,1.0246923168498865,75.1995556640625,0.9146110686689053
0.8499871110916137,2.2140314482170163,0.5335496163368225,1.0040170633966459,2.136282901763916,1.053578096635257,79.8995278930664,0.8990648320174698
0.8999863529205322,2.14062711735717,0.5649348878860474,0.9895138227197995,2.2619466018676757,1.0655685306488207,84.59950012207031,0.9131983592251648
0.9499855947494507,2.0675730427832177,0.5963201594352722,0.9821315815046652,2.3876103019714354,1.119527228308764,89.29947235107421,0.8983876891731702
0.9999848365783691,1.9989638043919917,0.627705430984497,0.9837653706345421,2.513274002075195,1.145114994017471,93.99944458007812,0.9007088442666198
1.0499840784072876,1.9190020493646436,0.6590907025337219,0.9611696494977869,2.6389377021789553,1.172342580293635,98.69941680908204,0.9125531844036223
1.099983320236206,1.8105120933500785,0.6904759740829467,0.9657666650067085,2.764601402282715,1.137154402045624,103.39938903808594,0.8970092677338315
1.1499825620651245,1.6928373492821778,0.7218612456321716,0.9470149541655432,2.8902651023864747,1.1194135427015701,108.09936126708985,0.9387829240680603
1.1999818038940429,1.5123584958346619,0.7532465171813965,0.9181104023787033,3.0159288024902344,1.1507156255997693,112.79933349609375,0.9636362687131326
1.2499810457229614,1.3519161650974667,0.7846317887306213,0.9081272365170441,3.141592502593994,1.1427803524063722,117.49930572509766,0.9377717852746543
1.2999802875518798,1.2095378999442545,0.8160170602798462,0.9029772499059949,3.267256202697754,1.1161163223800765,122.19927795410156,0.969142553372695
1.3499795293807983,1.0848148686061592,0.847402331829071,0.8509372957682158,3.3929199028015136,1.1282232502108946,126.89925018310547,0.969082683790262
1.3999787712097167,0.9754509729641643,0.8787876033782959,0.8654280536389897,3.5185836029052737,1.1241757718889884,131.59922241210938,0.9556534780300019
1.4499780130386353,0.8960307769544567,0.9101728749275207,0.8395213713250163,3.6442473030090334,1.1062760117341206,136.29919464111327,1.0028740906965266
1.4999772548675536,0.821812875343726,0.9415581464767455,0.8132286572206532,3.769911003112793,1.091424175468543,140.9991668701172,1.0168476163703157
1.5499764966964722,0.7537122854065189,0.9729434180259704,0.7502627129818996,3.895574703216553,1.0263713834841475,145.69913909912108,1.0244695439820495
1.5999757385253905,0.6902111106194234,1.0043286895751953,0.7050909165668514,4.021238403320313,1.0212245667310562,150.399111328125,1.0908438017107331
1.649974980354309,0.643324412139235,1.0357139611244202,0.6531540954965077,4.146902103424073,1.0222890781706275,155.09908355712892,1.1113088874189236
1.6999742221832275,0.5999193739026887,1.067099232673645,0.5581596365069142,4.272565803527832,0.9596767215872709,159.7990557861328,1.1394748168144304
1.7499734640121458,0.5605846591156712,1.09848450422287,0.5289755168758354,4.398229503631592,0.9570437647614735,164.49902801513673,1.1550332420052312
1.7999727058410644,0.5260182622848485,1.1298697757720948,0.42972851923389843,4.523893203735351,0.9394872566341117,169.19900024414062,1.155336903722459
1.8499719476699827,0.49395628917558243,1.1612550473213195,0.4995886039016608,4.649556903839112,0.9523905773273842,173.89897247314454,1.169027741503098
1.8999711894989013,0.4687562623382799,1.1926403188705443,0.36141646038158753,4.775220603942871,0.9549387302835695,178.59894470214843,1.1721852469665504
1.9499704313278197,0.4482034483755419,1.2240255904197692,0.40079954081322194,4.900884304046631,0.9531634350067656,183.29891693115235,1.1603997086589781
1.9999696731567382,0.4182322405440639,1.255410861968994,0.48920791326431384,5.02654800415039,0.9469970364431342,187.99888916015624,1.2440588764575868
2.049968914985657,0.39263684523854697,1.286796133518219,0.8729543607622503,5.15221170425415,0.9676454944428827,192.69886138916016,1.4845603728686645
2.099968156814575,0.381073236944621,1.3181814050674439,0.49408519321263994,5.277875404357911,0.9528406154659015,197.39883361816408,1.6694446128125502
2.1499673986434935,0.35106389212769734,1.3495666766166687,0.36651808685390574,5.40353910446167,0.9399441289861835,202.09880584716797,1.7602769646090934
2.199966640472412,0.3319750958432775,1.3809519481658934,0.503899564503646,5.52920280456543,0.9555847761951923,206.79877807617189,1.8313844778977395
2.2499658823013307,0.3280832998959064,1.4123372197151183,0.4698596442780263,5.654866504669189,0.9611841049557645,211.49875030517578,1.8507661802735897
2.299965124130249,0.2905185630215047,1.4437224912643432,0.7694348165853433,5.780530204772949,0.9634106416051901,216.1987225341797,1.611157520493857
2.3499643659591674,0.25274362747842805,1.475107762813568,0.29373884748188617,5.906193904876709,0.9647649439786865,220.89869476318358,1.2614053602480235
2.3999636077880857,0.22281081204120237,1.506493034362793,0.7199535955249005,6.031857604980469,0.959195125761187,225.5986669921875,0.9544031128157637
2.449962849617004,0.27681135379845917,1.5378783059120178,0.30559076041059613,6.157521305084229,0.9709954830138924,230.29863922119142,0.9600706107577579
